index,minimum,maximum,Combination
EX_metsox-S-L(e),0.0,0.0,Fructose
EX_skm(e),0.0,0.0,Fructose
EX_ptrc(e),0.0,0.0,Fructose
EX_spmd(e),0.0,0.0,Fructose
EX_thm(e),-4.699649652634195e-05,-4.69964965263414e-05,Fructose
EX_btn(e),0.0,0.0,Fructose
EX_4abz(e),0.0,0.0,Fructose
EX_ptt(e),-6.0695026903886814e-05,-6.06950269040122e-05,Fructose
EX_ribflv(e),-4.699649652634184e-05,-4.699649652634139e-05,Fructose
EX_ncam(e),0.0,0.0,Fructose
EX_nac(e),0.0,0.0,Fructose
EX_fol(e),-0.0297941907376134,-0.029794190737606682,Fructose
EX_cbl1(e),-4.699649652634149e-05,-4.69964965263414e-05,Fructose
EX_mqn4(e),-4.699649652634183e-05,-4.699649652634139e-05,Fructose
EX_so4(e),0.0,0.0,Fructose
EX_h2o(e),2.8165655158251175,2.816565515831124,Fructose
EX_h(e),24.842368553381434,24.84236855338098,Fructose
EX_h2(e),0.0,0.0,Fructose
EX_h2s(e),0.0,0.0,Fructose
EX_co2(e),1.1444569960455182,1.1444569960465285,Fructose
EX_ac(e),15.723644119907464,15.723644119908949,Fructose
EX_etoh(e),4.641758784250708,4.6417587842499906,Fructose
EX_acald(e),0.0,0.0,Fructose
EX_lac-L(e),0.0,0.0,Fructose
EX_succ(e),0.1307426305873079,0.13074263058733646,Fructose
EX_pyr(e),0.0,0.0,Fructose
EX_h2o2(e),0.0,0.0,Fructose
EX_for(e),7.838304374971001,7.838304374972917,Fructose
EX_ura(e),0.0,0.0,Fructose
EX_xan(e),0.0,0.0,Fructose
EX_hxan(e),0.0,0.0,Fructose
ASNTRAT,0.0351896278205488,0.03518962782054876,Fructose
ALATRS,0.10705064295526388,0.10705064295526374,Fructose
ASPT,0.0,0.0,Fructose
ALATA_L,-0.1903303315195225,-0.19033033151953158,Fructose
ALAR,0.03331187542570707,0.03331187542570816,Fructose
ASPTRS(Asn),0.0351896278205488,0.03518962782054875,Fructose
ASPTA,-0.36408957191609614,-0.36408957191594155,Fructose
CBPS,0.19249476254317607,0.1924947625432338,Fructose
P5CR,0.0,0.0,Fructose
P5CRx,0.04692652864726251,0.04692652864810533,Fructose
ARGSL,0.06221177033671031,0.06221177033675944,Fructose
PROTRS,0.046926528648104864,0.04692652864810554,Fructose
ARGSS,0.06221177033671031,0.062211770336709334,Fructose
ACGS,0.0,0.0,Fructose
OCBT,0.06221177033671031,0.06221177033676689,Fructose
ACOTA,-0.07886770804952699,-0.07886770804956386,Fructose
G5SD,0.04692652864810486,0.046926528648105405,Fructose
MTAN,0.0,0.0,Fructose
GLU5K,0.04692652864810486,0.04692652864810644,Fructose
ARGTRS,0.06221177033671031,0.0622117703367124,Fructose
G5SADr,0.046926528648104864,0.04692652864810614,Fructose
SPMS,0.0,0.0,Fructose
EHGLAT,0.0,0.0,Fructose
ASPK,0.03694599016158256,0.03694599016076588,Fructose
THRS,0.0,0.0,Fructose
SERD_L,0.0,0.0,Fructose
THRAL,0.0,0.0,Fructose
HSDx,0.0,0.0,Fructose
HSK,0.0,0.0,Fructose
PGCD,0.3551511122473907,0.3551511122472642,Fructose
PSERT,0.3551511122471478,0.3551511122475103,Fructose
ASAD,-0.036945990161640824,-0.03694599016158255,Fructose
THRAr,0.15755585997781182,0.15755585997804059,Fructose
PSP_L,0.35515111224714785,0.355151112245728,Fructose
GCCc,0.0,0.0,Fructose
GLYCK,0.00999444776352114,0.009994447763520682,Fructose
AMPTASECG,0.0,0.0,Fructose
CYSDS,0.0,0.0,Fructose
CGS,0.0,0.0,Fructose
AHSERL,0.0,0.0,Fructose
CYSTRS,0.01022521531372896,0.010225215313729594,Fructose
CYSTS,0.0,0.0,Fructose
CYSTGLr,-0.02758104255553286,-0.027581042555124273,Fructose
CYSTL,0.027581042555568883,0.027581042555372675,Fructose
IG3PS,0.024642602416256043,0.024642602416290255,Fructose
HISTRS,0.02464260241625605,0.024642602416254687,Fructose
HISTD,0.02464260241625605,0.0246426024162561,Fructose
HSTPT,0.024642602416256043,0.024642602416255592,Fructose
IGPDH,0.024642602416256043,0.024642602416255592,Fructose
PRMICI,0.024642602416256047,0.024642602416255592,Fructose
PRAMPC,0.024642602416256047,0.024642602416255596,Fructose
PRATPP,0.024642602416256047,0.02464260241625559,Fructose
ATPPRT,0.024642602416256047,0.02464260241625559,Fructose
HISTP,0.024642602416256047,0.024642602416255592,Fructose
HISDr,0.0,0.0,Fructose
DHDPS,0.03694599016158255,0.03694599016158187,Fructose
DHDPRy,0.03694599016158255,0.036945990161581864,Fructose
LYSTRS,0.03694599016158255,0.036945990161581864,Fructose
THDPS,0.03694599016158255,0.03694599016158263,Fructose
DAPE,0.036945990161582544,0.03694599016158187,Fructose
SDPTA,-0.03694599016158139,-0.03694599016158255,Fructose
DAPDC,0.03694599016158254,0.036945990161582114,Fructose
SDPDS,0.03694599016158255,0.036945990161581864,Fructose
METGL,0.0,0.0,Fructose
MHPGLUT,0.02960620475150573,0.029606204751505164,Fructose
MTHFR_new,0.029606204751505723,0.029606204751504963,Fructose
SHSL2r,0.0,0.0,Fructose
AHCYSNS,0.0,0.0,Fructose
METSOXR1,0.0,0.0,Fructose
METAT,0.002072158692463115,0.002072158692444513,Fructose
HSST,0.0,0.0,Fructose
RHCCE,0.0,0.0,Fructose
ACONIs,0.0,0.0,Fructose
ACONMT,0.0,0.0,Fructose
DNAMTn2r,0.0,0.0,Fructose
DHPTDCs2,0.0,0.0,Fructose
MTHTHFSs,0.0,0.0,Fructose
AhCi,0.0020251621959648317,0.002025162195937076,Fructose
AHSERL2,0.0,0.0,Fructose
GHMT2,0.2674286741611325,0.26742867416152727,Fructose
METS,0.0,0.0,Fructose
PPND,0.027217293887387497,0.027217293887369414,Fructose
PSCVTi,0.07575687717411397,0.07575687717429727,Fructose
SHK3D,0.07575687717411397,0.07575687717407456,Fructose
PRAI,0.013180515182737417,0.013180515182838304,Fructose
TRPTRS,0.013180515182737416,0.013180515182738774,Fructose
TRPS2,0.0,0.013180515182717048,Fructose
TRPS1,0.0,0.013180515182773522,Fructose
TRPS3,0.0,0.01318051518286878,Fructose
CHORM,0.06252936549485022,0.06252936549490992,Fructose
TYRTA,-0.02721729388750415,-0.027217293887387507,Fructose
PHETA1,-0.03531207160756319,-0.03531207160746271,Fructose
ANS,0.0,0.0,Fructose
DDPA,0.07575687717411642,0.07575687717428145,Fructose
IGPS,0.013180515182737417,0.013180515182779682,Fructose
TYRTRS,0.0272172938873875,0.02721729388738826,Fructose
CHORS,0.07575687717411397,0.07575687717407135,Fructose
DHQS,0.07575687717411396,0.0757568771742374,Fructose
SHKK,0.07575687717411397,0.07575687717418367,Fructose
PPNDH,0.03531207160746271,0.0353120716075385,Fructose
ANPRT,0.013180515182737416,0.013180515182783376,Fructose
ANS2,0.013180515182065249,0.013180515182773519,Fructose
DHQD,0.07575687717411397,0.07575687717421212,Fructose
ACGK,0.07886770804956383,0.07886770804958837,Fructose
ORNTAC,0.07886770804956385,0.07886770804956265,Fructose
AGPR,-0.07886770804963134,-0.07886770804956383,Fructose
ILETA,-0.05462362749402264,-0.05462362749398633,Fructose
LEUTA,-0.08865583487120479,-0.08865583487093573,Fructose
ACHBS,0.05462362749398633,0.05462362749390683,Fructose
ACLS,0.16852791339332646,0.16852791339362644,Fructose
DHAD2,0.054623627493986325,0.05462362749410803,Fructose
LEUTRS,0.08865583487093573,0.08865583487093831,Fructose
VALTRS,0.07927950694737763,0.07927950694737607,Fructose
KARA2,0.054623627493986325,0.054623627493885184,Fructose
ILETRS,0.05462362749398633,0.05462362749398793,Fructose
PDHcr,0.0,0.0,Fructose
DHAD1,0.16852791339333023,0.16852791339312795,Fructose
KARA1,-0.16852791339377865,-0.16852791339333026,Fructose
IPPS,0.08865583487093573,0.08865583487085278,Fructose
IPPMIb,-0.08865583487108601,-0.08865583487093573,Fructose
IPPMIa,-0.08865583487063285,-0.08865583487093573,Fructose
THRD_L,0.08220467005008784,0.08220467004947579,Fructose
VALTA,-0.07927950694800469,-0.07927950694737762,Fructose
IPMD,0.08865583487093573,0.08865583487109027,Fructose
OMCDC,0.08865583487093573,0.08865583487110787,Fructose
OIVD2,0.0005925715750168696,0.0005925715750168889,Fructose
GLUTRS,0.06130239866625666,0.06130239866625545,Fructose
THRTRS,0.05869525221546129,0.05869525221546013,Fructose
GLYTRS,0.07842303267884375,0.07842303267884221,Fructose
SERTRS,0.05788598519007496,0.05788598519007382,Fructose
ASPTRS,0.06561701424196871,0.06561701424196742,Fructose
METTRS,0.027534046059042614,0.027534046059042066,Fructose
PHETRS,0.03531207160746271,0.03531207160745964,Fructose
GLYALDDr,0.009994447763521139,0.009994447763520955,Fructose
ALDD2x,0.0,0.0,Fructose
PGM,-9.138698664405428,-9.13869866440798,Fructose
PYK,7.895464340118171,7.895464340118565,Fructose
PGK,-9.483855328890147,-9.483855328889701,Fructose
HEX7,0.0,10.000000000000343,Fructose
GAPD,9.483855328889927,9.48385532889001,Fructose
ENO,9.138698664406196,9.13869866440701,Fructose
FBA,0.0,0.0,Fructose
GLUK_syn,0.0,10.00000000000105,Fructose
HEX1,0.0,10.000000000000698,Fructose
GALM1,0.0,10.00000000000086,Fructose
TPI,-0.0767771015673173,-0.07677710156713238,Fructose
PGI,-1000.0,1000.0,Fructose
G6PI,-1000.0,1000.0,Fructose
G6PI3,-1000.0,1000.0,Fructose
PPGKr,0.0,0.0,Fructose
G6PBDH,0.0,0.0,Fructose
PRPPS,0.20206134505589626,0.20206134505612883,Fructose
RBI,4.126168329082651,4.126168329083093,Fructose
TALA,-4.244907042873782,-4.244907042873229,Fructose
G6PDH2,1.1765510415200724,1.176551041520504,Fructose
PGL,1.1765510415200722,1.176551041520504,Fructose
RBK,0.0833696277611664,0.08336962776185583,Fructose
DRBK,0.0,0.0,Fructose
GND,1.176551041520312,1.1765510415203646,Fructose
RPE,5.302719370602715,5.302719370603636,Fructose
FBA3,0.0,0.0,Fructose
GNK,0.0,0.0,Fructose
F6PPK,0.0,13.868290333524794,Fructose
PK,0.0,13.868290333524806,Fructose
TKT1,-4.244907042873682,-4.244907042873343,Fructose
TKT2,-4.320663920047819,9.54762641347695,Fructose
ICDHy,0.3348070305185981,0.3348070305185316,Fructose
FRD2,0.0,0.13028299220655062,Fructose
FRD,0.0,0.0,Fructose
FRD3,0.0,0.0,Fructose
FRD7,0.0,0.13028299220655556,Fructose
SUCOAS,0.0369666433304596,0.03696664333211103,Fructose
ACONTa,0.33480703051859817,0.3348070305186152,Fructose
ACONTb,0.3348070305185981,0.334807030518633,Fructose
CS,0.33480703051859817,0.3348070305186331,Fructose
AKGDH,0.0,0.0,Fructose
PFL,7.693310649976596,7.6933106499815445,Fructose
ALCD2x,-4.64175878425082,-4.641758784246499,Fructose
PTAr,1.8553537863901812,1.855353786384676,Fructose
ACKr,-15.723644119911237,-15.723644119907032,Fructose
ACALD,-4.799314644227865,-4.799314644225717,Fructose
PPC,0.6988966024343688,0.69889660243485,Fructose
LDH_L,0.0,0.0,Fructose
LCARR,0.0,0.0,Fructose
LCARS,0.0,0.0,Fructose
13BGHe,0.0,0.0,Fructose
AAMYL,0.0,0.0,Fructose
GLCP2,0.0,0.0,Fructose
GLCP,0.0,0.0,Fructose
GLDBRAN2,0.0,1000.0,Fructose
GLCS1,0.0,0.0,Fructose
GLBRAN2,0.0,1000.0,Fructose
MALT,0.0,0.0,Fructose
IMALT,0.0,0.0,Fructose
GLGC,0.0,0.0,Fructose
SUCPHOS,0.0,0.0,Fructose
BGLA,0.0,0.0,Fructose
SUCR,0.0,0.0,Fructose
GLUDy,-1.6699226816363926,-1.6699226816352823,Fructose
GLNS,0.4042284998365379,0.4042284998372652,Fructose
GLUSy,0.0,0.0,Fructose
GLNTRAT,0.03665242011825881,0.036652420118260566,Fructose
GLUTRS(Gln),0.03665242011825881,0.036652420118260184,Fructose
NADS2,0.0,0.0,Fructose
GF6PTA,0.033311875425707085,0.03331187542821953,Fructose
GLUCYS,0.0,0.0,Fructose
RAFH,0.0,0.0,Fructose
GALK,0.0,0.0,Fructose
RAFGH,0.0,0.0,Fructose
GALS--,0.0,0.0,Fructose
GALS3,0.0,0.0,Fructose
LACZ,0.0,0.0,Fructose
GALU,-999.8733457063413,1000.0,Fructose
GALT,-999.8733457063413,1000.0,Fructose
LNBP_new,0.0,0.0,Fructose
GNBP_new,0.0,0.0,Fructose
ACGALK,0.0,0.0,Fructose
ACGALK_new,0.0,0.0,Fructose
UDPG4E,0.08351614627327943,0.08351614627291704,Fructose
UAG4E,0.0,0.0,Fructose
UGLT,-1000.0,999.8733457063412,Fructose
UGLT_new,0.0,0.0,Fructose
G6PDA,0.0,0.0,Fructose
AGDC,0.0,0.0,Fructose
ACGAMPM,0.0,0.0,Fructose
AMALT1,0.0,0.0,Fructose
AMALT2,0.0,0.0,Fructose
AMALT4,0.0,0.0,Fructose
ALCD19,-0.00999444776352062,-0.00999444776352114,Fructose
PTA2,0.0,0.0,Fructose
OBTFL,0.0,0.0,Fructose
PPAKr,0.0,0.0,Fructose
XYLI2,-10.0,0.0,Fructose
XYLI1,0.0,0.0,Fructose
XYLK,0.0,0.0,Fructose
PGMT,-0.22456612013342772,-0.22456612013257618,Fructose
PPM,0.0,0.0,Fructose
PPM2,0.0,0.0,Fructose
FBA2,0.0,0.0,Fructose
ARAI,0.0,0.0,Fructose
RBP4E,0.0,0.0,Fructose
RBK_L1,0.0,0.0,Fructose
RBK_Dr,0.0,0.0,Fructose
ARABR,0.0,0.0,Fructose
FFSD,0.0,0.0,Fructose
PGLYCP,0.0,0.0,Fructose
G3PD2,0.0,0.0,Fructose
MICITD,0.0,0.0,Fructose
UAGCVT,0.016655937712853546,0.016655937712854542,Fructose
UAPGR,0.016655937712853546,0.016655937712853317,Fructose
UAMAS,0.016655937712853543,0.01665593771285332,Fructose
UAMAGS,0.016655937712853546,0.01665593771285332,Fructose
UAAGOS,0.016655937712853543,0.01665593771285332,Fructose
UGODDS,0.016655937712853543,0.016655937712853317,Fructose
PAPPT2_new,0.01665593771285354,0.01665593771285332,Fructose
UAGPT2_new,0.01665593771285354,0.01665593771285332,Fructose
ALAALAr,0.01665593771285354,0.016655937712853317,Fructose
tempname_new,0.01665593771285354,0.016655937712853317,Fructose
PPTGS_BL,0.01665593771285354,0.016655937712853317,Fructose
UDCPDP,0.01665593771285354,0.016655937712853317,Fructose
FACOAL140,0.0,0.0,Fructose
FACOAL140_iso,0.0,0.0,Fructose
FACOAL160,0.0,0.0,Fructose
FACOAL161,0.0,0.0,Fructose
FACOAL180,0.0,0.0,Fructose
FACOAL181,0.0,0.0,Fructose
FACOAL182,0.0,0.0,Fructose
FACOAE140,0.0,0.0,Fructose
FACOAE141,0.0,0.0,Fructose
FACOAE160,0.0,0.0,Fructose
FACOAE161,0.0,0.0,Fructose
FACOAE180,0.0,0.0,Fructose
FACOAE181,0.0,0.0,Fructose
FACOAE182,0.0,0.0,Fructose
CHTBNASE,0.0,0.0,Fructose
PGAMTi,0.03331187542570709,0.0333118754261604,Fructose
GLUR,-0.016655937712852096,-0.016655937712853543,Fructose
G1PACT,0.03331187542570708,0.03331187542955847,Fructose
UAGDP,0.03331187542570709,0.033311875425715544,Fructose
BACCL,0.0,0.0,Fructose
ACPS1,0.0,0.0,Fructose
ACGAMT,0.0,0.0,Fructose
ACOATA,0.0,0.0667581115589188,Fructose
ACCOAC,0.5150505686878938,0.5150505686878877,Fructose
MCOATA,0.5120811776675523,0.5120811776675464,Fructose
KAS14,0.0,0.06675811155891868,Fructose
KAS15,0.0,0.06675811155891868,Fructose
3OAS60,0.06675811155891948,0.06675811155891845,Fructose
3OAS80,0.06675811155891948,0.06675811155891845,Fructose
3OAS100,0.06675811155891948,0.06675811155891845,Fructose
3OAS120,0.034936536976640294,0.03493653697663975,Fructose
T2DECAI,0.031821574582279175,0.03182157458227869,Fructose
3OAS121,0.031821574582279175,0.031821574582278696,Fructose
3OAS140,0.03493653697664029,0.03493653697663975,Fructose
3OAS141,0.031821574582279175,0.031821574582278696,Fructose
3OAS160,0.0328769442622125,0.03287694426221199,Fructose
3OAS161,0.031821574582279175,0.031821574582278696,Fructose
3OAS180,0.016998506429903616,0.016998506429903353,Fructose
3OAS181,0.028643828114056843,0.028643828114056396,Fructose
3OAR40,0.06675811155891948,0.06675811155891845,Fructose
3OAR60,0.06675811155891948,0.06675811155891845,Fructose
3OAR80,0.06675811155891948,0.06675811155891845,Fructose
3OAR100,0.06675811155891948,0.06675811155891845,Fructose
3OAR120,0.03493653697664029,0.034936536976639745,Fructose
3OAR121,0.03182157458227917,0.03182157458227869,Fructose
3OAR140,0.03493653697664028,0.034936536976639745,Fructose
3OAR141,0.03182157458227917,0.03182157458227869,Fructose
3OAR160,0.0328769442622125,0.032876944262211986,Fructose
3OAR161,0.03182157458227917,0.03182157458227869,Fructose
3OAR180,0.016998506429903613,0.01699850642990335,Fructose
3OAR181,0.02864382811405684,0.028643828114056392,Fructose
3HAD40,0.06675811155891948,0.06675811155891845,Fructose
3HAD60,0.06675811155891948,0.06675811155891845,Fructose
3HAD80,0.06675811155891948,0.06675811155891845,Fructose
3HAD100,0.06675811155891948,0.06675811155891845,Fructose
3HAD120,0.03493653697664029,0.034936536976639745,Fructose
3HAD121,0.031821574582279175,0.03182157458227869,Fructose
3HAD140,0.03493653697664029,0.034936536976639745,Fructose
3HAD141,0.031821574582279175,0.03182157458227869,Fructose
3HAD160,0.0328769442622125,0.03287694426221199,Fructose
3HAD161,0.031821574582279175,0.03182157458227869,Fructose
3HAD180,0.016998506429903616,0.016998506429903353,Fructose
3HAD181,0.02864382811405684,0.028643828114056392,Fructose
EAR40x,0.06675811155937783,0.06675811155891845,Fructose
EAR40y,0.0,0.0,Fructose
EAR60x,0.06675811155923773,0.06675811155892125,Fructose
EAR60y,0.0,0.0,Fructose
EAR80x,0.06675811155923773,0.06675811155892088,Fructose
EAR80y,0.0,0.0,Fructose
EAR100x,0.03493653697695854,0.034936536976641966,Fructose
EAR100y,0.0,0.0,Fructose
EAR120x,0.034936536976958546,0.034936536976643236,Fructose
EAR120y,0.0,0.0,Fructose
EAR121x,0.031821574582597434,0.031821574582278044,Fructose
EAR121y,0.0,0.0,Fructose
EAR140x,0.034936536976958546,0.034936536976638295,Fructose
EAR140y,0.0,0.0,Fructose
EAR141x,0.031821574582597434,0.031821574582272916,Fructose
EAR141y,0.0,0.0,Fructose
EAR160x,0.03287694426253076,0.032876944262215685,Fructose
EAR160y,0.0,0.0,Fructose
EAR161x,0.031821574582597434,0.03182157458227819,Fructose
EAR161y,0.0,0.0,Fructose
EAR180x,0.016998506430221872,0.016998506429902638,Fructose
EAR180y,0.0,0.0,Fructose
EAR181x,0.028643828114375096,0.028643828114059872,Fructose
EAR181y,0.0,0.0,Fructose
KAS1,0.0005925715750168696,0.0005925715750168435,Fructose
FAS182ACP_BIF,0.001191654925583375,0.0011916549255833564,Fructose
AACPS_fa1,0.0005925715750168695,0.0005925715750168603,Fructose
CFAS_181,0.0020251621959367734,0.002025162195936742,Fructose
MI1PP,0.0,0.0,Fructose
UDPGALM,0.0,0.0,Fructose
TDPDRR,0.09791182647379185,0.09791182647378427,Fructose
TDPDRE,0.09791182647379183,0.09791182647379083,Fructose
TDPGDH,0.09791182647379185,0.09791182647379085,Fructose
UAG2E,0.0,0.0,Fructose
CPSSS_BIF,0.032637275491263947,0.0326372754912636,Fructose
G3PD1,-0.07629681001760726,-0.0762968100176139,Fructose
G3POA_BIF,0.03413336575512267,0.034133365755124274,Fructose
AGPATr_BIF,0.03413336575512267,0.034133365755121915,Fructose
PAP_CS,0.0,0.0,Fructose
PHCYT_BIF,0.03413336575512268,0.034133365755121915,Fructose
CDGPT_BIF,0.03413336575512268,0.03413336575512192,Fructose
PGPPH_BIF,0.03413336575512268,0.034133365755121915,Fructose
CPD15S_BIF,0.007740723396468695,0.007740723396468522,Fructose
CLPNS2_BIF,0.00999444776352114,0.009994447763520917,Fructose
GPDDA1,0.0,0.0,Fructose
GPDDA2,0.0,0.0,Fructose
UGALT_BIF,0.007740723396468696,0.007740723396468522,Fructose
CPD15L_BIF,0.003148976013886067,0.003148976013885997,Fructose
LPAS_BIF,0.0006176983467206575,0.0006176983467206437,Fructose
G3PCT,0.0,0.0,Fructose
ACGAMK,0.0,0.0,Fructose
HETZK,0.0,0.0,Fructose
AMPMS2,0.0,0.0,Fructose
PMPK,0.0,0.0,Fructose
TMPPP,0.0,0.0,Fructose
TMDPPK,0.0,0.0,Fructose
HMPK2,0.0,0.0,Fructose
HMPK4,0.0,0.0,Fructose
HMPK3,0.0,0.0,Fructose
HMPK1,0.0,0.0,Fructose
TMDPK,4.699649652634139e-05,4.6996496526339753e-05,Fructose
QULNS,0.00048029154970004784,0.00048029154970233843,Fructose
ASPO5,0.00048029154970167105,0.0004802915497018682,Fructose
NNDPR,0.0004802915497016711,0.0004802915497018682,Fructose
NAPRT,0.0,0.0,Fructose
NNAT,0.0004802915497000479,0.0004802915497217405,Fructose
NADK,9.420373967208014e-05,9.420373967529366e-05,Fructose
NADTRHD,0.0,0.0,Fructose
NMNDA,0.0,0.0,Fructose
NNAM,0.0,0.0,Fructose
NADDP,0.0,0.0,Fructose
PNTK,0.0,0.0,Fructose
PTTt,6.0695026904009965e-05,6.069502690409244e-05,Fructose
PTTR,6.069502690400996e-05,6.069502690388455e-05,Fructose
PTTK,0.00012139005380801992,0.0001213900538077691,Fructose
PTPAT,0.00012139005380801992,0.0001213900538077691,Fructose
DPCOAK,0.00012139005380801992,0.00012139005380777005,Fructose
PYDXNK,0.0,0.0,Fructose
PYDXK,0.0,0.0,Fructose
PYDAMK,0.0,0.0,Fructose
PLPS,4.699649652634139e-05,4.699649652634392e-05,Fructose
4HTHRS,0.0,0.0,Fructose
OHPBAT,0.0,0.0,Fructose
PYDXPP,0.0,0.0,Fructose
DXPS,0.00012750170582260327,0.00012750170582260219,Fructose
DXPRIi,0.00012750170582260327,0.00012750170582262655,Fructose
MEPCT,0.0001275017058226033,0.00012750170582262655,Fructose
CDPMEK,0.0001275017058226033,0.00012750170582262655,Fructose
MECDPS,0.00012750170582260327,0.00012750170582262655,Fructose
MECDPDH4,0.0,0.0,Fructose
MECDPDH2,0.00012750170582260327,0.00012750170582262655,Fructose
IPDPS,0.00011591064165691207,0.00011591064165693321,Fructose
DMPPS,1.1591064165691208e-05,1.1591064165693322e-05,Fructose
OCTDPS,0.0,0.0,Fructose
DMATT,1.1591064165691206e-05,1.159106416569332e-05,Fructose
GRTT,1.1591064165691206e-05,1.159106416569332e-05,Fructose
FRTT,0.0,0.0,Fructose
HEXTT,0.0,0.0,Fructose
UDCPDPS,1.1591064165691206e-05,1.159106416569332e-05,Fructose
RBFK,0.0,0.0,Fructose
FMNAT,0.0,0.0,Fructose
ACPpds,0.0,0.0,Fructose
UPP3MT,0.0,0.0,Fructose
SHCHD2,0.0,0.0,Fructose
SHCHF,0.0,0.0,Fructose
CBLAT,4.699649652634139e-05,4.699649652634363e-05,Fructose
UPPDC1,0.0,0.0,Fructose
PPPGO3,0.0,0.0,Fructose
CPPPGO2,0.0,0.0,Fructose
CPPPGO,0.0,0.0,Fructose
GTPDPK,0.0,0.0,Fructose
GTPDPDP,0.0,0.0,Fructose
E4PD,0.0,0.0,Fructose
DPR,0.0,0.0,Fructose
NADS1,0.0004802915499715866,0.0004802915497693126,Fructose
ATPS4,-3.1741464569490354,-3.1741464569463944,Fructose
FOLR2,0.029794190737660195,0.029794190737642903,Fructose
DHFR,0.03493978024069243,0.03493978024078919,Fructose
ADCS,0.0,0.0,Fructose
DHFS,0.0,0.0,Fructose
THFGLUS,0.0,0.0,Fructose
FMETTRS,0.0,0.0,Fructose
GTPCI,0.0,0.0,Fructose
DNTPPA,0.0,0.0,Fructose
DNMPPA,0.0,0.0,Fructose
DHNPA2,0.0,0.0,Fructose
DHNPA,0.0,0.0,Fructose
HPPK2,0.0,0.0,Fructose
HPPK,0.0,0.0,Fructose
FOLD3,0.0,0.0,Fructose
DHPS2,0.0,0.0,Fructose
DHPS,0.0,0.0,Fructose
MTHFR2,0.0,4.6996496526343514e-05,Fructose
MTHFR3,0.0,4.6996406007229005e-05,Fructose
MTHFC,0.23258288691362197,0.23258288691426854,Fructose
MTHFD,0.2325828869134664,0.23258288691407444,Fructose
FTHFL,-0.17644350649652016,-0.17644350649595245,Fructose
FTHFCL,0.0,0.0,Fructose
MI3PP,0.0,0.0,Fructose
MI4PP,0.0,0.0,Fructose
RNDR1,0.0,0.005145589503080629,Fructose
RNDR2,0.0,0.0,Fructose
RNDR3,0.0,0.0,Fructose
RNDR4,0.005145589503744948,0.0051455895030813196,Fructose
ADK1,-998.6689181020565,1.331034901446118,Fructose
