index,minimum,maximum,Combination
3HACPR1,0.0,0.0,Fructose
3HACPR2,0.0,0.0,Fructose
EACPR1,0.0,0.0,Fructose
EACPR2,0.0,0.0,Fructose
GACPCD,0.0,0.0,Fructose
BACCL,0.0,0.0,Fructose
BTNPL,0.0,0.0,Fructose
MALCOAMT,0.0,0.0,Fructose
3OAACPR1,0.0,0.0,Fructose
3OAACPR2,0.0,0.0,Fructose
AOXSr2,0.0,0.0,Fructose
MALCOACD,0.0,0.0,Fructose
PMACPME,0.0,0.0,Fructose
BUTK,0.0,0.0,Fructose
PBUTT,0.0,0.0,Fructose
UACMAMO,0.0,0.0,Fructose
TDPGDH,0.0,0.0,Fructose
TDPDRR,0.0,0.0,Fructose
PEPM,0.0,0.0,Fructose
3POPDC,0.0,0.0,Fructose
2AMEPHPAT,0.0,0.0,Fructose
CKDNS,0.0,0.0,Fructose
ACNAM9PL2,0.0,0.0,Fructose
KDNH,0.0,0.0,Fructose
TDPDRE,0.0,0.0,Fructose
UDPGLDC,0.0,0.0,Fructose
CPS_BT_ABC,0.0,0.0,Fructose
CPSS_BT,0.0,0.0,Fructose
G1PTT,0.0,0.0,Fructose
UGMDDS,0.0,0.0,Fructose
G1PACT,0.0,0.0,Fructose
3HAD100,0.16743547626936794,0.16743547627569283,Fructose
3HAD10M11,0.020935455842811583,0.02093545583734846,Fructose
3HAD10M12,0.031403183769133904,0.03140318375602648,Fructose
3HAD11M12,0.03140318376289068,0.03140318375613084,Fructose
3HAD120,0.1465000204405714,0.14650002043805846,Fructose
3HAD121,0.02093545583734877,0.020935455837348446,Fructose
3HAD12M13,0.020935455839846063,0.02093545583735098,Fructose
3HAD12M14,0.031403183769133904,0.03140318375602648,Fructose
3HAD13M14,0.03140318376289068,0.03140318375613084,Fructose
3HAD140,0.12556456460322263,0.12556456460070978,Fructose
3HAD141,0.020935455837348772,0.02093545583734845,Fructose
3HAD14M15,0.010467727915552791,0.010467727918675495,Fructose
3HAD14M16,0.020935455854673674,0.02093545583735099,Fructose
3HAD15M16,0.020935455837669738,0.02093545583745645,Fructose
3HAD160,0.0836936529314906,0.08369365292601225,Fructose
3HAD161,0.020935455837348776,0.020935455837348457,Fructose
3HAD180,0.04187091167095163,0.04187091167470198,Fructose
3HAD181,0.02093545583734878,0.02093545583735099,Fructose
3HAD40,0.1674354762716768,0.16743547627553046,Fructose
3HAD4M5,0.020935455833602845,0.020935455837348446,Fructose
3HAD4M6,0.031403183769133904,0.03140318375602646,Fructose
3HAD5M6,0.03140318376289068,0.031403183756130826,Fructose
3HAD60,0.1674354762779201,0.1674354762754072,Fructose
3HAD6M7,0.020935455839846052,0.02093545583734845,Fructose
3HAD6M8,0.031403183769133904,0.031403183756026465,Fructose
3HAD7M8,0.03140318376289068,0.031403183756130826,Fructose
3HAD80,0.16743547627792013,0.16743547627540722,Fructose
3HAD8M10,0.031403183758520456,0.03140318375602269,Fructose
3HAD8M9,0.020935455844216303,0.02093545583735098,Fructose
3HAD9M10,0.03140318376913389,0.03140318375613084,Fructose
EAR10M11x,0.02093545584374807,0.020935455837348464,Fructose
EAR10M12x,0.0314031837562305,0.03140318375602272,Fructose
EAR11M12x,0.0314031837563785,0.0314031837560498,Fructose
EAR120x,0.14650002043826796,0.1465000204380837,Fructose
EAR121x,0.02093545583734877,0.020935455837348967,Fructose
EAR12M13x,0.020935455837542617,0.02093545583734876,Fructose
EAR12M14x,0.03140318375650002,0.03140318375602505,Fructose
EAR13M14x,0.0314031837563785,0.031403183756085466,Fructose
EAR140x,0.12556456460091917,0.12556456460073626,Fructose
EAR141x,0.020935455837348772,0.020935455837348998,Fructose
EAR14M15x,0.010467727918868228,0.010467727918675018,Fructose
EAR14M16x,0.02093545583763233,0.020935455837350035,Fructose
EAR15M16x,0.02093545583763234,0.020935455837411084,Fructose
EAR160x,0.08369365292618387,0.08369365292603877,Fructose
EAR161x,0.020935455837348776,0.020935455837349,Fructose
EAR180x,0.04187091167438539,0.04187091167470008,Fructose
EAR181x,0.02093545583734878,0.02093545583735003,Fructose
EAR40x,0.16743547627511052,0.1674354762754851,Fructose
EAR4M5x,0.020935455836723953,0.020935455837348693,Fructose
EAR4M6x,0.031403183756038365,0.031403183756022336,Fructose
EAR5M6x,0.031403183756378523,0.03140318375599652,Fructose
EAR60x,0.1674354762756166,0.16743547627546704,Fructose
EAR6M7x,0.02093545583754261,0.02093545583734968,Fructose
EAR6M8x,0.03140318375650002,0.031403183756022336,Fructose
EAR7M8x,0.0314031837563785,0.031403183755996524,Fructose
EAR80x,0.16743547627561664,0.16743547627546704,Fructose
EAR8M10x,0.03140318375621701,0.031403183756024536,Fructose
EAR8M9x,0.020935455837704144,0.020935455837348224,Fructose
EAR9M10x,0.0314031837565,0.031403183755996524,Fructose
ALAALA,0.0,0.0,Fructose
UAAGDS,0.0,0.0,Fructose
PAPPT2,0.0,0.0,Fructose
PAPPT3,0.0,0.0,Fructose
UAMAGS,0.0,0.0,Fructose
UAGPT2,0.0,0.0,Fructose
UAGPT3,0.0,0.0,Fructose
UAMAS,0.0,0.0,Fructose
3OAS100,0.1674354762751446,0.16743547627541866,Fructose
3OAS120,0.14650002043807403,0.1465000204381394,Fructose
3OAS140,0.12556456460072532,0.12556456460079066,Fructose
3OAS160,0.0836936529250913,0.08369365292609313,Fructose
3OAS180,0.041870911675222666,0.041870911674700244,Fructose
3OAS181,0.02093545583734878,0.020935455837348255,Fructose
3OAS60,0.16743547627594782,0.16743547627539732,Fructose
3OAS80,0.16743547627594785,0.16743547627548813,Fructose
PGAMT,0.0,0.0,Fructose
UDCPDP,0.0,0.0,Fructose
ACGAMT,0.0,0.0,Fructose
3OAR100,0.1674354762752066,0.16743547627540925,Fructose
AMAA,0.0,0.0,Fructose
EAR100x,0.14650002043807403,0.14650002043809987,Fructose
UAPGR,0.0,0.0,Fructose
3OAR120,0.14650002043807403,0.14650002043806842,Fructose
3OAR121,0.02093545583734877,0.020935455837349296,Fructose
3OAR140,0.12556456460072532,0.12556456460067006,Fructose
3OAR141,0.02093545583734877,0.0209354558373493,Fructose
3OAR160,0.0836936529250913,0.08369365292597251,Fructose
3OAR161,0.020935455837348776,0.020935455837349307,Fructose
3OAR180,0.04187091167522271,0.04187091167469529,Fructose
3OAR181,0.02093545583734878,0.020935455837347645,Fructose
3OAR40,0.1674354762759478,0.1674354762753675,Fructose
3OAR60,0.1674354762759478,0.1674354762754486,Fructose
3OAR80,0.16743547627594785,0.16743547627544864,Fructose
PPTGS,0.0,0.0,Fructose
3OAR10M11,0.020935455837873887,0.020935455837349307,Fructose
3OAR10M12,0.03140318375620657,0.03140318375602146,Fructose
3OAR11M12,0.031403183756647475,0.03140318375596786,Fructose
3OAR12M13,0.0209354558379731,0.020935455837349314,Fructose
3OAR12M14,0.03140318375620657,0.03140318375602147,Fructose
3OAR13M14,0.03140318375664748,0.031403183755967866,Fructose
3OAR14M15,0.010467727916801433,0.010467727918674657,Fructose
3OAR14M16,0.02093545583750486,0.020935455837347645,Fructose
3OAR15M16,0.02093545583709995,0.02093545583729348,Fructose
3OAR4M5,0.020935455836852246,0.020935455837349296,Fructose
3OAR4M6,0.03140318375669945,0.03140318375602145,Fructose
3OAR5M6,0.03140318375664746,0.031403183755967845,Fructose
3OAR6M7,0.020935455838597197,0.0209354558373493,Fructose
3OAR6M8,0.03140318375669945,0.03140318375602145,Fructose
3OAR7M8,0.03140318375664747,0.031403183755967845,Fructose
3OAR8M10,0.031403183756647496,0.03140318375602397,Fructose
3OAR8M9,0.020935455837973096,0.020935455837347634,Fructose
3OAR9M10,0.031403183756206564,0.03140318375596786,Fructose
3OAS10M11,0.020935455837973103,0.02093545583734931,Fructose
3OAS10M12,0.03140318375620658,0.03140318375602147,Fructose
3OAS11M12,0.03140318375664748,0.031403183755967866,Fructose
3OAS121,0.020935455837348765,0.020935455837349296,Fructose
3OAS12M13,0.010467727916801431,0.01046772791867382,Fructose
3OAS12M14,0.020935455837504863,0.02093545583734764,Fructose
3OAS13M14,0.02093545583709995,0.020935455837293483,Fructose
3OAS141,0.02093545583734877,0.0209354558373493,Fructose
3OAS161,0.020935455837348772,0.02093545583734764,Fructose
3OAS2M3,0.02093545583685225,0.020935455837347627,Fructose
3OAS3M4,0.03140318375669942,0.031403183755967845,Fructose
3OAS4M3O6,0.031403183756647496,0.03140318375602397,Fructose
3OAS4M5,0.02093545583859692,0.020935455837347627,Fructose
3OAS4M6,0.03140318375669945,0.03140318375602145,Fructose
3OAS5M6,0.03140318375664747,0.03140318375596785,Fructose
3OAS6M7,0.020935455837973092,0.020935455837349303,Fructose
3OAS6M8,0.03140318375620658,0.03140318375602146,Fructose
3OAS7M8,0.03140318375664747,0.03140318375596786,Fructose
3OAS8M10,0.031403183756647496,0.03140318375602397,Fructose
3OAS8M9,0.020935455837973096,0.020935455837347638,Fructose
3OAS9M10,0.03140318375620657,0.03140318375596786,Fructose
GALUi,0.0,999.4077345654799,Fructose
T2DECAI,0.02093545583734877,0.020935455837363646,Fructose
GLUR,0.0,0.0,Fructose
LDH_L,0.0,0.0,Fructose
NADH17,0.0,0.0,Fructose
NADH17_heme,0.0,0.0,Fructose
ACKr,-1000.0,-12.308132124006422,Fructose
PTAr,12.308132124019263,1000.0,Fructose
PPA_1,0.0,0.0,Fructose
CYTBD,0.0,0.0,Fructose
PFL,0.3874182539775601,0.38741825400582197,Fructose
PPK2,0.0,999.999890223865,Fructose
ME2,12.464170209642958,15.3147405972692,Fructose
ME1,0.0,0.0,Fructose
POX,0.0,0.0,Fructose
OAADC,0.0,2.85057038754806,Fructose
MMCD,0.0,0.0,Fructose
MME,0.0,0.0,Fructose
LGTHL,0.0,0.0,Fructose
LDH_D,0.0,0.0,Fructose
NADH10,0.0,0.0,Fructose
NADH5,0.0,0.0,Fructose
NADH9,0.0,0.0,Fructose
HYD1,0.0,0.0,Fructose
MGSA,0.0,0.0,Fructose
ATPS4,0.0,993.6823502714938,Fructose
ALR2,0.0,0.0,Fructose
CYTBD2,0.0,0.0,Fructose
MMM2r,0.0,0.0,Fructose
HYD4,13.981712249358473,13.9817122493662,Fructose
ALCD2x,-0.3568474883726518,-0.3568474884369853,Fructose
SEPHCHCS,0.0,0.0,Fructose
SEPHCHS,0.0,0.0,Fructose
FOMETR,-1000.0,1000.0,Fructose
5DOAN,0.0,0.0,Fructose
PDX5PS,0.0,0.0,Fructose
PANTS,0.00023492092865300834,0.00023492093361622524,Fructose
RBFSa,0.0004391045395386821,0.00043910454071943104,Fructose
DMQMT,0.0,0.0,Fructose
OHPHM,0.0,0.0,Fructose
ASPO5,0.0011197165758257393,0.0011197165766677383,Fructose
DMPPS2,0.0,0.00029928508774429354,Fructose
IPDPS,0.0,0.00029928508474395853,Fructose
IPDPS2,0.0,0.00029928508474395853,Fructose
DHNAOT4,0.0,0.0,Fructose
NAMNPP,0.0,0.0,Fructose
DBTS,0.0,0.0,Fructose
AOXSr,0.0,0.0,Fructose
BTS5,0.0,0.0,Fructose
AMAOTr,0.0,0.0,Fructose
PPNCL2,0.0,0.00023492092857918694,Fructose
PPNCL3,0.0,0.0002349209290278682,Fructose
RBFSb,0.0002195522697693411,0.000219552270005409,Fructose
TMPPP,0.00010977613488467055,0.00010977613506586926,Fructose
THZPSN,0.00010977613488467052,0.00010977613481899451,Fructose
DHNAOT7,0.0,0.0,Fructose
DHNAOT9,0.0,0.0,Fructose
AMMQT10,0.0,0.0,Fructose
AMMQT11,0.0,0.0,Fructose
AMMQT7,0.0,0.0,Fructose
AMMQT8,0.0,0.0,Fructose
AMMQT9,0.0,0.0,Fructose
ACPS1,0.0,0.0,Fructose
DHNAOT10,0.0,0.0,Fructose
DHNAOT11,0.0,0.0,Fructose
SUCBZL,0.0,0.0,Fructose
SUCBZS,0.0,0.0,Fructose
NPHS,0.0,0.0,Fructose
DPCOAK,0.00023492092865300834,0.00023492092867605536,Fructose
CDGS,0.0,0.0,Fructose
PTHPS,0.0,0.0,Fructose
CPH4S,0.0,0.0,Fructose
ASP1DC,0.00023492092865300834,0.00023492092980225036,Fructose
E4PD,0.0,0.0,Fructose
DHFS,0.0004391045395387596,0.0004391045396141598,Fructose
AMMQLT8,0.0,0.0,Fructose
GTPDPK,0.0,0.0,Fructose
PPGPPDP,0.0,0.0,Fructose
IPDDI,-0.0002720773454849569,2.7207735145853862e-05,Fructose
GTPCI,0.00043910453953875954,0.00043910454005766965,Fructose
MECDPS,0.00029928508001329676,0.00029928508200469155,Fructose
APRAUR,0.00021955226976934104,0.00021955226975563225,Fructose
DHPPDA,0.00021955226976934106,0.00021955226964387545,Fructose
UDCPDPS,2.7207734546630178e-05,2.7207734546625042e-05,Fructose
QULNS,0.001119716575826382,0.0011197165771095717,Fructose
PTPAT,0.0002349209286530083,0.00023492092867480655,Fructose
DPR,0.0002349209286530084,0.00023492093133360568,Fructose
CBLAT,0.00010977613488467053,0.00010977613520054018,Fructose
FMNAT,0.00010977613488467052,0.00010977613488448273,Fructose
RBFK,0.00010977613488467052,0.00010977613488470744,Fructose
MECDPDH2,0.0002992850800129321,0.0002992850816139679,Fructose
DB4PS,0.0004391045395386821,0.0004391045399015437,Fructose
GTPCII,0.00021955226976934104,0.00021955226964387543,Fructose
4HTHRS,0.0,0.0,Fructose
DMATT,2.7207734546630178e-05,2.720773445151165e-05,Fructose
GRTT,2.720773454663018e-05,2.7207734684169298e-05,Fructose
DXPRIi,0.00029928508001293204,0.00029928508111324486,Fructose
MEPCT,0.0002992850800129321,0.00029928508111324486,Fructose
CDGR,0.0,0.0,Fructose
NADDP,0.0,0.0,Fructose
DHPS3,0.0,0.0,Fructose
DXPS,0.0004090612148976026,0.0004090612116741159,Fructose
PPCDC,0.00023492092865300834,0.00023492092867609946,Fructose
OHPBAT,0.0,0.0,Fructose
PMDPHT,0.00021955226976934106,0.0002195522696941663,Fructose
HMPK1,0.00010977613488467053,0.0001097761348057588,Fructose
PMPK,0.00010977613488467053,0.00010977613447253085,Fructose
ADCL,0.00043910453953875954,0.00043910453920886837,Fructose
MOHMT,0.00023492092865300834,0.00023492092909946894,Fructose
CDPMEK,0.00029928508001293214,0.00029928508323762046,Fructose
GTPDPDP,0.0,0.0,Fructose
FRTT,0.0,0.0,Fructose
HEXTT,0.0,0.0,Fructose
PPTT,0.0,0.0,Fructose
SHCHCS3,0.0,0.0,Fructose
ICHORS,0.0,0.0,Fructose
PNTK,0.0002349209286530084,0.00023492092867476204,Fructose
PERD,0.0,0.0,Fructose
DMPPS,0.0,0.00029928507752738186,Fructose
NADS1,0.0011197165754775573,0.00111971657605379,Fructose
GGTT,0.0,0.0,Fructose
HETT,0.0,0.0,Fructose
SERATi,0.0,0.0,Fructose
CYSS,0.0,0.0,Fructose
CYSDSF,0.12905574195751593,0.12905574193849884,Fructose
CYSDS,0.07709099539167046,0.07709099538900253,Fructose
SADT2,0.0,0.0,Fructose
SADT,0.0,0.0,Fructose
ADSK,0.0,0.0,Fructose
BPNT,0.0,0.0,Fructose
CYSS3r,0.0,0.0,Fructose
DM_4HBA,0.00010977613488467053,0.00010977613489432564,Fructose
DM_5DRIB,0.0,0.0,Fructose
DM_AMOB,0.0,0.0,Fructose
EX_3ddlhept_e,0.0,0.0,Fructose
EX_7ocholate_e,0.0,0.0,Fructose
EX_acerA_e,0.0,0.0,Fructose
EX_acgalidour2s_e,0.0,0.0,Fructose
EX_amylose300_e,0.0,0.0,Fructose
EX_chtbs_e,0.0,0.0,Fructose
EX_core3_e,0.0,0.0,Fructose
EX_cps_bt_e,0.0,0.0,Fructose
EX_cspg_ab_rest_e,0.0,0.0,Fructose
EX_cspg_c_rest_e,0.0,0.0,Fructose
EX_dextran40_e,0.0,0.0,Fructose
EX_fucneulacnhx_e,0.0,0.0,Fructose
EX_gchola_e,0.0,0.0,Fructose
EX_glypro_e,0.0,0.0,Fructose
EX_h2_e,13.981712249363701,13.981712249365714,Fructose
EX_ha_pre1_e,0.0,0.0,Fructose
EX_hspg_degr_1_e,0.0,0.0,Fructose
EX_hspg_degr_10_e,0.0,0.0,Fructose
EX_hspg_degr_11_e,0.0,0.0,Fructose
EX_hspg_degr_12_e,0.0,0.0,Fructose
EX_hspg_degr_13_e,0.0,0.0,Fructose
EX_hspg_degr_14_e,0.0,0.0,Fructose
EX_hspg_degr_15_e,0.0,0.0,Fructose
EX_hspg_degr_2_e,0.0,0.0,Fructose
EX_hspg_degr_3_e,0.0,0.0,Fructose
EX_hspg_degr_4_e,0.0,0.0,Fructose
EX_hspg_degr_5_e,0.0,0.0,Fructose
EX_hspg_degr_6_e,0.0,0.0,Fructose
EX_hspg_degr_7_e,0.0,0.0,Fructose
EX_hspg_degr_8_e,0.0,0.0,Fructose
EX_hspg_degr_9_e,0.0,0.0,Fructose
EX_l2n2m2mn_e,0.0,0.0,Fructose
EX_leuleu_e,0.0,0.0,Fructose
EX_m2mn_e,0.0,0.0,Fructose
EX_melib_e,0.0,0.0,Fructose
EX_mn_e,0.0,0.0,Fructose
EX_n2m2mn_e,0.0,0.0,Fructose
EX_o2_e,0.0,0.0,Fructose
EX_pe_cer1_BT_e,0.0,0.0,Fructose
EX_phearg_e,0.0,0.0,Fructose
EX_rhamnogalurI_e,0.0,0.0,Fructose
EX_s2l2n2m2m_e,0.0,0.0,Fructose
EX_s2l2n2m2mn_e,0.0,0.0,Fructose
EX_Ser_Thr_e,0.0,0.0,Fructose
EX_sphmyln_BT_e,0.0,0.0,Fructose
EX_strch1_e,0.0,0.0,Fructose
EX_strch2_e,0.0,0.0,Fructose
EX_Tn_antigen_e,0.0,0.0,Fructose
EX_unsdigalur_e,0.0,0.0,Fructose
EX_xyl_D_e,0.0,0.0,Fructose
HYPSUCORNS,0.06381465574529248,0.06381465574562369,Fructose
EX_cellb_e,0.0,0.0,Fructose
EX_saccrp__L_e,0.0,0.0,Fructose
EX_12ethd_e,0.00054888067442343,0.0005488806744267816,Fructose
EX_12ppd_R_e,0.0,0.0,Fructose
EX_12ppd_S_e,0.0,0.0,Fructose
EX_2fuclac_e,0.0,0.0,Fructose
EX_2omfuc_e,0.0,0.0,Fructose
EX_2omxyl_e,0.0,0.0,Fructose
EX_3fuclac_e,0.0,0.0,Fructose
EX_4abut_e,0.0,0.0,Fructose
EX_ac_e,12.37194677976091,12.371946779765851,Fructose
EX_acetol_e,0.0,0.0,Fructose
EX_acgal_e,0.0,0.0,Fructose
EX_acgalglcur_e,0.0,0.0,Fructose
EX_acgalidour_e,0.0,0.0,Fructose
EX_acgam_e,0.0,0.0,Fructose
EX_acnam_e,0.0,0.0,Fructose
EX_adn_e,0.0,0.0,Fructose
EX_adocbl_e,0.0,0.0,Fructose
EX_ala_D_e,0.0,0.0,Fructose
EX_ala_L_e,0.0,0.0,Fructose
EX_alaala_e,0.0,0.0,Fructose
EX_alaasp_e,0.0,0.0,Fructose
EX_alagln_e,0.0,0.0,Fructose
EX_alaglu_e,0.0,0.0,Fructose
EX_alagly_e,0.0,0.0,Fructose
EX_alahis_e,0.0,0.0,Fructose
EX_alaleu_e,0.0,0.0,Fructose
EX_alathr_e,0.0,0.0,Fructose
EX_amannan140_e,0.0,0.0,Fructose
EX_apio__D_e,0.0,0.0,Fructose
EX_arab_L_e,0.0,0.0,Fructose
EX_arabinan101_e,0.0,0.0,Fructose
EX_arabinogal_e,0.0,0.0,Fructose
EX_arabttr_e,0.0,0.0,Fructose
EX_arg_L_e,0.0,0.0,Fructose
EX_argarg_e,0.0,0.0,Fructose
EX_asn_L_e,0.0,0.0,Fructose
EX_asp_L_e,0.0,0.0,Fructose
EX_btn_e,0.0,0.0,Fructose
EX_ca2_e,-0.05062313302958411,-0.050623133029584017,Fructose
EX_carn_e,0.0,0.0,Fructose
EX_cbl1_e,-0.00010977613488467411,-0.00010977613488467053,Fructose
EX_cd2_e,0.0,0.0,Fructose
EX_cgly_e,0.0,0.0,Fructose
EX_cit_e,0.0,0.0,Fructose
